Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywordsP@5,R@5,F@5,P@10,R@10,F@10,P@15,R@15,F@15,NDCG,MAP
"['rumor', 'innuendo', 'urban legend', 'falsehood', 'students', 'integration', 'sourcing', 'corroboration', 'search']","['Wide Web', 'World Wide', 'Finding accurate', 'literacy skills', 'Web site', 'educational Web', 'urban legend', 'outright falsehood', 'document-level literacy', 'level literacy', 'site design', 'credible information', 'low cost', 'tremendous amount', 'raises problems', 'requires document', 'document level', 'paper discusses', 'visitors utilize', 'publishing information', 'information requires', 'Web', 'LRB', 'RRB', 'skills', 'information', 'accurate', 'literacy', 'sites', 'Finding', 'World', 'Wide', 'innuendo', 'sourcing', 'corroboration', 'Implications', 'people']",0.10810810810810811,0.4444444444444444,0.17391304347826086,9,37,0.6,0.3333333333333333,0.42857142857142855,0.3,0.3333333333333333,0.3157894736842105,0.2,0.3333333333333333,0.25,0.5761017696828493,0.33338453661034306
"['probability learning', 'advice', 'explicit instructions', 'probability']","['optimal strategy', 'explicit instructions', 'abstract scenario', 'horse race', 'Previous research', 'Ten groups', 'Web experiments', 'control Web', 'frequent event', 'race scenario', 'suboptimal performance', 'improve performance', 'accurate information', 'minimal effects', 'versus abstract', 'Web-based experiments', 'race versus', 'probability-learning paradigm', 'probability information', 'people tested', 'information contributed', 'probability learning', 'learning JavaScript', 'JavaScript programs', 'probability matching', 'experiments controlled', 'browser-based experiment', 'classic probability-learning', 'research reported', 'lab tended', 'consistently choose', 'matching produces', 'produces suboptimal', 'investigated manipulations', 'participants predicted', 'learners received', 'monetary sum']",0.05405405405405406,0.5,0.0975609756097561,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.25,0.10526315789473685,0.3210389613678714,0.08079594017094016
"['inductive design process', 'internal theory', 'emergent phenomena', 'user experiences']","['Information architecture', 'Constructive Induction', 'internal theory', 'LRB', 'RRB', 'design problem', 'user experiences', 'user attributes', 'periodically considered', 'top-level goals', 'emergent phenomena', 'design process', 'lacks internal', 'article suggests', 'supports emergent', 'design activities', 'design components', 'involves bottom-up', 'involves locating', 'representational framework', 'inductive partly', 'remains inductive', 'bottom-up design', 'basic design', 'process involves', 'inductive process', 'inductive design', 'design', 'theory', 'inductive', 'process', 'Information', 'architecture', 'user', 'considered', 'Induction', 'internal']",0.08108108108108109,0.75,0.14634146341463414,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3082274878123734,0.07280196458889157
"['information architecture', 'target user', 'target content', 'museum information']","['Information architecture', 'Web portal', 'Applied Information', 'architecture attributes', 'Architecture portion', 'museum information', 'designing children', 'systematic manner', 'target user', 'target content', 'article presents', 'article discusses', 'matrix approach', 'matrix works', 'architect begins', 'provide access', 'Information', 'Web', 'architecture', 'matrix', 'portal', 'children', 'article', 'designing', 'target', 'Applied', 'manner', 'objective', 'user', 'content', 'approach', 'presents', 'serve', 'tool', 'logical', 'systematic', 'architect']",0.08108108108108109,0.75,0.14634146341463414,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3111649509196245,0.08423604809437386
"['multimodal data collection tool', 'configuration tool', 'data collection', 'sonified graphs', 'stimulus presentation']","['older Mac', 'data collection', 'sonified graphs', 'direct recording', 'procedural issues', 'Mac', 'similar programs', 'collection procedure', 'rapid development', 'run natively', 'stimulus presentation', 'auditory stimulus', 'stimulus combinations', 'collection tool', 'multimodal data', 'configuration tool', 'LRB', 'PRO', 'RRB', 'data', 'REALbasic', 'stimulus', 'Windows', 'collection', 'development', 'system', 'tool', 'graphs', 'presentation', 'direct', 'files', 'issues', 'older', 'modification', 'similar', 'visual', 'auditory']",0.10810810810810811,0.8,0.19047619047619047,5,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.341725279985401,0.08958659274448748
"['inflation', 'fluctuating demand', 'optimal replenishment schedule']","['Deterministic inventory', 'Yang', 'fluctuating demand', 'inventory lot-size', 'Deterministic', 'lot-size models', 'original paper', 'optimal replenishment', 'optimal', 'optimal policy', 'replenishment schedule', 'Note', 'lot-size', 'fluctuating', 'demand', 'inventory', 'shortages', 'deterioration', 'original', 'models', 'inflation', 'paper', 'replenishment', 'LRB', 'RRB', 'schedule', 'policy', 'present paper', 'ibid', 'schedule exists', 'vol', 'unique', 'exists', 'extended', 'proved', 'proposed', 'algorithm']",0.05405405405405406,0.6666666666666666,0.1,3,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29323269170654337,0.06497125165855816
"['shared knowledge', 'higher education', 'learning management systems', 'college', 'university', 'commercial products', 'ethics']","['United States', 'higher education', 'management systems', 'Web-based tools', 'Web courseware', 'course-related applications', 'commercially encumbered', 'open-source software', 'software movement', 'learning management', 'Open courseware', 'commercial competition', 'shared knowledge', 'university campuses', 'provide students', 'manage course-related', 'predominant models', 'article argues', 'guiding assumptions', 'remain noncommercial', 'developed world', 'today maintain', 'courseware management', 'products remain', 'fierce commercial', 'world today', 'courseware products', 'commercial products', 'noncommercial', 'LRB', 'RRB', 'higher', 'courseware', 'products', 'commercial', 'education', 'management']",0.08108108108108109,0.42857142857142855,0.13636363636363638,7,37,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.14285714285714285,0.09090909090909091,0.39765609904150767,0.1338813219301024
"['library strategic systems', 'interlibrary borrowing system']","['Virginia Tech', 'Loan Department', 'Tech faculty', 'library strategic', 'Interlibrary Loan', 'Customer in-reach', 'ILLiad Libraries', 'enables Virginia', 'widely applicable', 'interlibrary borrowing', 'reach past', 'obtain information', 'guided development', 'services heretofore', 'on-campus customers', 'strategic systems', 'in-reach enables', 'creating systems', 'borrowing system', 'Virginia', 'Tech', 'ILLiad', 'strategic', 'Interlibrary', 'Recognizing', 'in-reach', 'library', 'services', 'Customer', 'Libraries', 'Loan', 'Department', 'students', 'walls', 'systems', 'fact', 'faculty']",0.0,0.0,0.0,2,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2312191456438808,0.05128205128205128
"['computer program', 'nonhuman subjects', 'animal subjects', 'variable interval schedules', 'human subjects']","['Accumulative recording', 'nonhuman subjects', 'Computer program', 'operant schedules', 'fixed ratio', 'variable ratio', 'generate operant', 'animal subjects', 'subjects experiencing', 'experiencing fixed', 'program operant', 'fixed interval', 'variable interval', 'programming schedules', 'experience schedules', 'program', 'interval schedules', 'subjects', 'schedules', 'Performance', 'Computer', 'ratio', 'Accumulative', 'operant', 'reinforcement', 'nonhuman', 'human', 'fixed', 'variable', 'interval', 'Students', 'printer', 'generate', 'programming', 'experience', 'typically', 'recording']",0.05405405405405406,0.4,0.09523809523809523,5,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32509705702553243,0.09277777777777778
"['fuzzy numbers', 'extension principle', 'decomposition theorem', 'computational complexity', 'fuzzy arithmetic', 'optimization']","['extension principle', 'linguistic fuzzy', 'fuzzy c-means', 'Synthetic data', 'linguistic case', 'data sets', 'linguistic vector', 'degenerate linguistic', 'linguistic version', 'fuzzy numbers', 'fuzzy arithmetic', 'decomposition theorem', 'computational complexity', 'method based', 'iris data', 'efficient implementation', 'efficient method', 'standard membership', 'membership update', 'update equation', 'huge computational', 'carefully examine', 'algorithm behaves', 'FCM', 'linguistic', 'fuzzy', 'algorithm', 'extension', 'c-means', 'based', 'principle', 'data', 'LRB', 'RRB', 'efficient', 'Synthetic', 'Analysis']",0.13513513513513514,0.8333333333333334,0.23255813953488372,6,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3681670283280138,0.12209838525628
"['discrete animation sequences', 'file formats']","['server-side program', 'program code', 'unreasonable rate', 'file formats', 'experimenter-edited text', 'continuous response', 'text files', 'simple switches', 'simple demonstration', 'animation sequences', 'experiment composed', 'demonstration experiment', 'discrete animation', 'delivering experiments', 'animation experiments', 'program', 'server-side', 'experiments', 'delivering', 'discrete', 'response', 'simple', 'animation', 'presented', 'formats', 'collecting', 'observer', 'evaluating', 'rate', 'code', 'capable', 'composed', 'sequences', 'continuous', 'appropriateness', 'ensuring', 'user']",0.02702702702702703,0.5,0.05128205128205129,2,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23554624628645895,0.04102167182662539
"['response rates', 'administration', 'subject attrition']","['Web survey', 'Morality scale', 'Web-based data', 'settings Students', 'in-class Web', 'take-home Web', 'Web-based instrument', 'take-home Web-based', 'response rates', 'survey administered', 'data collected', 'Personality research', 'confound investigations', 'independent variables', 'traditional methods', 'lowest response', 'collect data', 'increasingly comfortable', 'published studies', 'important factors', 'affect subject', 'subject attrition', 'group setting', 'fixed time', 'traditional instruments', 'potential differences', 'significant differences', 'in-class settings', 'Web', 'data', 'Web-based', 'survey', 'Internet', 'take-home', 'collected', 'in-class', 'differences']",0.05405405405405406,0.6666666666666666,0.1,3,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295072834914186,0.06597096188747731
"['epsych', 'interactive demonstrations', 'video clips', 'animated diagrams']","['Rapid access', 'Numerous interactive', 'include Java-based', 'Web site', 'Java-based experiments', 'active development', 'video clips', 'psychology ePsych', 'Active learning', 'animated diagrams', 'dig deeper', 'prior knowledge', 'incorporates sufficient', 'sufficient depth', 'layer-based navigation', 'navigation system', 'teach students', 'site presumes', 'introductory classes', 'advanced classes', 'dynamic elements', 'elements include', 'challenging students', 'interactive demonstrations', 'ePsych', 'active', 'LRB', 'RRB', 'Numerous', 'Rapid', 'Worlds', 'Mind', 'interactive', 'demonstrations', 'experiments', 'psychology', 'site']",0.08108108108108109,0.75,0.14634146341463414,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.25,0.10526315789473685,0.3326385852196057,0.08622362357506669
['telecom'],"['NuVox Communications', 'Communications positions', 'credit facility', 'NuVox shows', 'shows staying', 'staying power', 'long run', 'raise cash', 'telecom market', 'NuVox', 'Communications', 'cash', 'market', 'today', 'million', 'facility', 'shows', 'staying', 'power', 'raise', 'telecom', 'positions', 'long', 'run', 'funding', 'credit']",0.038461538461538464,1.0,0.07407407407407407,1,26,0.2,1.0,0.33333333333333337,0.1,1.0,0.18181818181818182,0.06666666666666667,1.0,0.125,0.45435593380883454,0.1
['information systems'],"['Information architecture', 'Don Kraft', 'David Blair', 'ACM SIGCHI', 'information systems', 'SIGCHI conference', 'annual ACM', 'historical summit', 'summit expecting', 'recent emergence', 'volunteers reviewed', 'systems world', 'simultaneously drawn', 'sufficient interest', 'short talk', 'return journey', 'disparate perspectives', 'special issue', 'taking charge', 'initial support', 'finished product-has', 'Information', 'summit', 'architecture', 'years', 'emergence', 'idea', 'term', 'time', 'JASIST', 'Wurman', 'Architects', 'ASIS', 'Boston', 'Kraft', 'Blair', 'ACM']",0.02702702702702703,1.0,0.052631578947368425,1,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1965616322328234,0.030303030303030304
"['automated parallel image registration', 'correlation', 'remote sensing', 'automatic registration algorithm', 'wavelet decomposition']","['Atmospheric Administration', 'Resolution Radiometer', 'Thematic Mapper', 'National Oceanic', 'High Resolution', 'Landsat Thematic', 'wavelet features', 'registration algorithm', 'Pentium workstations', 'Beowulf cluster', 'wavelet decomposition', 'LRB', 'RRB', 'massively parallel', 'parallel computer', 'wavelet coefficients', 'high-frequency wavelet', 'sensing missions', 'comparable accuracies', 'single-instruction multiple-data', 'digital data', 'automatic registration', 'image registration', 'registration technique', 'basic features', 'wavelet-based registration', 'automated parallel', 'parallel image', 'automatic integration', 'correlation-based automatic', 'edge-based correlation', 'technique based', 'increasing importance', 'multiple multiplatform', 'multiplatform remote', 'remote sensing', 'disparate sources']",0.05405405405405406,0.4,0.09523809523809523,5,37,0.2,0.2,0.20000000000000004,0.1,0.2,0.13333333333333333,0.06666666666666667,0.2,0.1,0.44855528175294973,0.12314814814814815
"['lower bounds', 'optimal information rate', 'optimal average information rate', 'information rate', 'secret sharing schemes', 'homogeneous access structure']","['information rate', 'secret sharing', 'sharing schemes', 'homogeneous access', 'access structure', 'Lower bounds', 'covering constructions', 'optimal average', 'average information', 'optimal information', 'bounds improve', 'rate', 'bounds', 'information', 'secret', 'sharing', 'schemes', 'homogeneous', 'access', 'Lower', 'structure', 'optimal', 'parameter', 'participant', 'paper', 'cases', 'present', 'average', 'found', 'covering', 'constructions', 'k-degree', 'introduced', 'improve', 'previous']",0.02857142857142857,0.16666666666666666,0.048780487804878044,6,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.344873287039792,0.12976190476190477
"['computer security', 'proactive password checking', 'proactive password restrictions', 'length restriction']","['additional restrictions', 'proactive password', 'password restrictions', 'restrictions Entering', 'weak method', 'Improving computer', 'computer systems', 'improve security', 'minimum character', 'name-password combination', 'notoriously weak', 'greatly increased', 'small effect', 'reduces crackability', 'character length', 'passwords adopted', 'password checking', 'acceptable password', 'five-character passwords', 'restrictions greatly', 'user name-password', 'required length', 'length reduces', 'increases security', 'computer security', 'length restriction', 'restrictions', 'additional', 'password', 'proactive', 'time', 'security', 'length', 'subsequently', 'log', 'imposed', 'influence']",0.05405405405405406,0.5,0.0975609756097561,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.5,0.2105263157894737,0.35524189238360016,0.11057692307692307
"['priority clients', 'resource partitioning', 'simulation']","['self-adjusting quality', 'control scheme', 'resource partitioning', 'priority clients', 'service control', 'degraded QoS', 'penalty requirements', 'QoS areas', 'penalty characteristics', 'run time', 'self-adjusting scheme', 'priority classes', 'reserved specifically', 'designated degraded', 'system total', 'analysis results', 'system resources', 'lowest priority', 'difference priority', 'QoS degradation', 'priority areas', 'varying workload', 'changing workloads', 'QoS self-adjusting', 'total reward', 'reward dynamically', 'system reward', 'QoS adjustment', 'QoS manager', 'proposed QoS', 'QoS', 'scheme', 'clients', 'priority', 'quality', 'self-adjusting', 'reward']",0.05405405405405406,0.6666666666666666,0.1,3,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2710487213667598,0.05516733008993071
"['hypercubes', 'bipartite graph', 'vertices', 'partite sets']","['Hamiltonian path', 'Fault-tolerant Hamiltonian', 'partite set', 'Hamiltonian laceability', 'Hamiltonian', 'bipartite graph', 'Assume', 'exists', 'vertices', 'path', 'partite', 'LCB', 'RCB', 'subset', 'edges', 'prove', 'set', 'Fault-tolerant', 'graph', 'length', 'sets', 'laceability', 'bipartite', 'hypercubes', 'tight', 'bounds']",0.11538461538461539,0.75,0.19999999999999998,4,26,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.06666666666666667,0.25,0.10526315789473685,0.4558340327132252,0.18386243386243384
"['laboratory science', 'computers', 'undergraduate training', 'instructional effectiveness', 'software', 'known learning outcomes', 'control groups', 'pedagogical details']","['experiment generators', 'instructional method', 'Net-based experiment', 'well-designed experiments', 'instructional effectiveness', 'stand-alone generators', 'Teaching psychology', 'made clear', 'undergraduate training', 'learning outcomes', 'control groups', 'experimental psychology', 'software programs', 'laboratory science', 'teach experimental', 'create well-designed', 'test sophisticated', 'sophisticated hypotheses', 'traditional stand-alone', 'formally evaluate', 'wide range', 'inherent differences', 'held constant', 'complex interaction', 'pedagogical details', 'generators', 'experiment', 'instructional', 'software', 'teacher', 'method', 'Specifically', 'Finally', 'psychology', 'made', 'Characteristics', 'Internet']",0.16216216216216217,0.75,0.26666666666666666,8,37,0.0,0.0,0.0,0.1,0.125,0.11111111111111112,0.13333333333333333,0.25,0.1739130434782609,0.4445496604787921,0.16225166117407497
"['revenue management concepts', 'software systems', 'opportunity analysis study', 'software development practices']","['revenue management', 'PROS Revenue', 'management concepts', 'revenue', 'management', 'PROS', 'LRB', 'RRB', 'PROS research', 'PROS executed', 'systems', 'software systems', 'airlines', 'software development', 'executed OASs', 'OAS supported', 'software', 'OAS', 'nonairline industries', 'analysis study', 'business situations', 'opportunity analysis', 'concepts', 'developing', 'installing', 'design department', 'department designed', 'development practices', 'opportunity', 'companies', 'consulting', 'OASs', 'industries', 'study', 'situations', 'cases', 'develop']",0.02702702702702703,0.25,0.04878048780487805,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302179343407783,0.08461538461538462
"['neighborhood operator systems', 'equivalence relation', 'rough set approximation space', 'binary relation', 'finite universe']","['rough set', 'set approximation', 'neighborhood systems', 'k-step neighborhood', 'operator systems', 'Neighborhood operator', 'approximation operators', 'operators based', 'finite universe', 'approximation space', 'paper presents', 'standard notion', 'binary relation', 'equivalence relation', 'systems', 'Neighborhood', 'set', 'rough', 'approximation', 'Based', 'LRB', 'RRB', 'k-step', 'Extensions', 'Pawlak', 'Properties', 'binary', 'operator', 'relation', 'universe', 'obtained', 'derived', 'proposed', 'investigated', 'examined', 'paper', 'presents']",0.08108108108108109,0.6,0.14285714285714288,5,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3422063943318377,0.0963050397877984
"['businesses', 'universities', 'funding', 'cooperative projects']","['Business Innovation', 'Innovation Research', 'Small Business', 'Research Program', 'cooperative projects', 'obtaining funding', 'helpful hints', 'businesses transform', 'commercial products', 'Program', 'Business', 'Innovation', 'Research', 'Small', 'Government', 'Rules', 'ideas', 'products', 'businesses', 'projects', 'guidance', 'turn', 'transform', 'commercial', 'ideal', 'universities', 'obtaining', 'funding', 'cooperative', 'information', 'readily', 'give', 'helpful', 'hints']",0.11764705882352941,1.0,0.21052631578947367,4,34,0.2,0.25,0.22222222222222224,0.2,0.5,0.28571428571428575,0.13333333333333333,0.5,0.2105263157894737,0.4949967272038663,0.1543740573152338
"['efficient retrieval selection algorithm', 'video servers', 'random duplicated assignment storage technique', 'copies', 'data block', 'randomly chosen disks', 'response times', 'maximum load', 'optimal solutions', 'time complexity']","['data blocks', 'random duplicated', 'duplicated assignment', 'retrieval selection', 'RAM costs', 'MFS algorithm', 'technique Random', 'randomly chosen', 'video data', 'smaller response', 'costs compared', 'maximum load', 'breadth-first search', 'guarantee optimal', 'optimal solutions', 'efficient retrieval', 'assignment storage', 'selection problem', 'LRB', 'RRB', 'video servers', 'response times', 'stripping techniques', 'time complexity', 'storage technique', 'lower time', 'selection algorithm', 'approach results', 'search approach', 'proposed algorithm', 'existing algorithm', 'storage approach', 'efficient algorithm', 'chosen disks', 'well-known disk', 'disk stripping', 'lower disk']",0.13513513513513514,0.5,0.21276595744680854,10,37,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.2,0.16,0.4621402286394425,0.207703081232493
"['twisted copper pair', 'network edge devices', 'niche markets']","['Internet signals', 'high-speed Internet', 'Capturing niche', 'niche applications', 'last-mile access', 'twisted copper', 'niche markets', 'market segments', 'deliver desired', 'article discusses', 'network edge', 'edge devices', 'segments represent', 'significant opportunity', 'existing telecommunications', 'telecommunications infrastructure', 'developments frequently', 'frequently presents', 'presents unique', 'unique challenges', 'copper pair', 'gain access', 'desired services', 'service provider', 'niche', 'Internet', 'copper', 'access', 'cable', 'Capturing', 'last-mile', 'applications', 'twisted', 'customers', 'signals', 'overcome', 'markets']",0.02702702702702703,0.3333333333333333,0.05,3,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27082177779851646,0.062034739454094295
['integer programming'],"['Mount Sinai', 'Sinai Hospital', 'operating room', 'room time', 'allocate operating', 'surgical schedule', 'integer programming', 'integer-programming model', 'post-solution heuristic', 'administrative savings', 'produce quickly', 'equitable master', 'heuristic allocates', 'surgical divisions', 'master surgical', 'Sinai', 'Hospital', 'Mount', 'Toronto', 'operating', 'room', 'time', 'schedule', 'surgical', 'integer', 'programming', 'model', 'post-solution', 'heuristic', 'divisions', 'approach', 'years', 'credits', 'administrative', 'savings', 'ability', 'produce']",0.02702702702702703,1.0,0.052631578947368425,1,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20496924694445023,0.03225806451612903
['turbogenerator vibrations'],"['Czech Republic', 'power plant', 'Temelin casts', 'Temelin nuclear', 'turbogenerator vibrations', 'nuclear power', 'nuclear plant', 'paper discusses', 'LSB', 'RSB', 'plant', 'Temelin', 'Reservations', 'power', 'problems', 'Czech', 'Republic', 'nuclear', 'paper', 'discusses', 'shadow', 'technical', 'diagnosed', 'mentioned', 'casts', 'political', 'turbogenerator', 'vibrations', 'commissioning', 'simulator', 'training', 'staff']",0.03125,1.0,0.06060606060606061,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20584683246043411,0.03571428571428571
"['multidimensional data visualization', 'user interactivity', 'glyphs', 'visual object', 'data parameters', 'visual attribute', 'psycholinguistic experiments', 'graphical interface']","['LRB', 'RRB', 'scatter plots', 'visualization Historically', 'Visualization Toolkit', 'data visualization', 'Data Desk', 'three-dimensional scatter', 'software packages', 'varying degrees', 'limited primarily', 'producing three-dimensional', 'data', 'Multidimensional data', 'user interactivity', 'visualization', 'visualization application', 'SPSS', 'Historically', 'Desk', 'Toolkit', 'Schroeder', 'scatter', 'plots', 'Multidimensional', 'users dynamically', 'explore data', 'multivariate data', 'data parameters', 'data viewer', 'experimental data', 'MatLab', 'SAS-JMP', 'application', 'dimensions', 'histograms', 'packages']",0.05405405405405406,0.25,0.08888888888888889,8,37,0.0,0.0,0.0,0.1,0.125,0.11111111111111112,0.06666666666666667,0.125,0.08695652173913045,0.41596155631439713,0.16290444893832154
"['repeated ordinal outcomes', 'psychological studies', 'repeated measures analysis of variance', 'longitudinal design', 'random effects', 'linear predictor', 'generalized linear model', 'categorical response data']","['repeated ordinal', 'ordinal outcomes', 'mixed-effects models', 'NLMIXED procedure', 'SAS statements', 'linear model', 'Fitting mixed-effects', 'mixed-effects regression', 'repeated measures', 'outcomes arising', 'measures analysis', 'linear predictor', 'paper presents', 'psychological studies', 'longitudinal design', 'link function', 'response data', 'generalized linear', 'subject-specific variation', 'including random', 'random effects', 'categorical response', 'presentation emphasizes', 'repeated', 'mixed-effects', 'ordinal', 'NLMIXED', 'models', 'outcomes', 'analysis', 'SAS', 'procedure', 'paper', 'LRB', 'RRB', 'linear', 'Fitting']",0.10810810810810811,0.5,0.17777777777777778,8,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41460828077519585,0.1546206922089464
['anonymous signers'],"['society oriented', 'signature scheme', 'anonymous signers', 'oriented signature', 'identity-based society', 'oriented scheme', 'scheme', 'LRB', 'RRB', 'society', 'oriented', 'signature', 'identity-based', 'identity', 'paper', 'based', 'Guillou-Quisquater', 'co-signers', 'represent', 'anonymous', 'signers', 'propose', 'verified', 'respect', 'organization']",0.04,1.0,0.07692307692307693,1,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21810429198553116,0.043478260869565216
"['list scheduling', 'machine availability constraints']","['availability constraints', 'competitive ratio', 'identical machines', 'machine availability', 'minimizing makespan', 'list scheduling', 'Optimal online', 'online algorithm', 'unavailable periods', 'optimal algorithm', 'online scheduling', 'LRB', 'RRB', 'scheduling', 'identical', 'availability', 'machines', 'constraints', 'competitive', 'ratio', 'Optimal', 'online', 'algorithm', 'unavailable', 'makespan', 'overlap', 'paper', 'minimizing', 'assume', 'show', 'list', 'give', 'period']",0.030303030303030304,0.5,0.05714285714285715,2,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24575298444125196,0.04726890756302521
"['correlation coefficient', 'intuitionistic fuzzy sets', 'centroid method']","['intuitionistic fuzzy', 'fuzzy sets', 'interval-valued intuitionistic', 'correlation coefficient', 'centroid method', 'sets lies', 'negatively related', 'fuzzy', 'previous methods', 'intuitionistic', 'sets', 'Correlation', 'centroid', 'method', 'LSB', 'RSB', 'strength', 'coefficient', 'formula', 'interval-valued', 'paper', 'related', 'relation', 'interval', 'propose', 'calculate', 'obtained', 'relationship', 'positively', 'negatively', 'approach', 'previous', 'evaluate', 'extend', 'lies', 'computed']",0.05555555555555555,0.6666666666666666,0.10256410256410256,3,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27469366686025176,0.05764571389571389
"['decision support system', 'infrastructure projects', 'cost benefit analysis']","['rail grade', 'grade crossing', 'decision support', 'support system', 'Railroad Administration', 'Metropolitan Planning', 'Planning Organizations', 'Federal Railroad', 'high-speed rail', 'crossing investments', 'state Department', 'LRB', 'RRB', 'assist FRA', 'FRA officials', 'Selecting rail', 'crossing analysis', 'conceptual decision', 'infrastructure projects', 'software products', 'rail-related analysis', 'analysis tools', 'rail-related intermodal', 'proposed high-speed', 'paper presents', 'paper illustrates', 'meet agency', 'intermodal software', 'system session', 'potential infrastructure', 'models needed', 'models transparently', 'assist officials', 'benefit analysis', 'agency objectives', 'cost benefit', 'potential benefits']",0.02702702702702703,0.3333333333333333,0.05,3,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28649266662403106,0.0688259109311741
"['control loops', 'time delays', 'critical times', 'observations', 'synthetic simultaneity']","['Synthetic simultaneity', 'explains Libet', 'time delays', 'controlled system', 'problem exists', 'simultaneity explains', 'control loops', 'element introduces', 'simple approach', 'introduces time', 'critical times', 'controls reach', 'Libet', 'system', 'Finally', 'LRB', 'RRB', 'time', 'Synthetic', 'simultaneity', 'delays', 'observations', 'problem', 'control', 'natural', 'loops', 'exists', 'controller', 'results', 'explanation', 'artificial', 'element', 'introduces', 'larger', 'critical', 'show', 'simple']",0.10810810810810811,0.8,0.19047619047619047,5,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3484430241638448,0.09333980111569246
"['optimization', 'games back', 'magic number', 'minimum win threshold']","['play-off race', 'race statistics', 'World Wide', 'Wide Web', 'baseball play-off', 'Races Web', 'RIOT Baseball', 'watched American', 'American sports', 'Web site', 'baseball season', 'optimization-based play-off', 'league baseball', 'play-off spots-the', 'play-off spot', 'sports traditions', 'magic number', 'linear-programming formulation', 'play-off elimination', 'optimization techniques', 'teams finishing', 'wildcard teams', 'spots-the fabled', 'fabled pennant', 'pennant race-is', 'closely watched', 'overly conservative', 'effects explicitly', 'automatic updates', 'major league', 'single linear-programming', 'minimum win', 'win threshold', 'place applies', 'games back', 'remaining schedule', 'model schedule']",0.05405405405405406,0.5,0.0975609756097561,4,37,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.06666666666666667,0.25,0.10526315789473685,0.512076490277768,0.15734265734265734
"['neurons', 'visualization', 'hydrodynamic models', 'statistical model', 'nearest neighbor model', 'persistence model', 'verbal forecasts', 'oceanographic situation', 'learning vectors']","['sea levels', 'feature maps', 'Self-organizing feature', 'predicting sea', 'Hydrography Agency', 'Federal Maritime', 'learning procedure', 'Forecast Service', 'Level Forecast', 'Kohonen networks', 'predict sea', 'levels employing', 'maps predicting', 'verbal forecasts', 'maps predict', 'employing self-organizing', 'network types', 'unsupervised learning', 'learning vectors', 'originally developed', 'neural models', 'hydrodynamic models', 'statistical model', 'neighbor model', 'persistence model', 'predictions made', 'functional relationship', 'prognoses prepared', 'nearest neighbor', 'oceanographic situation', 'sea', 'maps', 'learning', 'levels', 'feature', 'models', 'Self-organizing']",0.16216216216216217,0.6666666666666666,0.26086956521739135,9,37,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3333333333333333,0.25,0.48339117654634184,0.21908793820558525
