Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywordsP@5,R@5,F@5,P@10,R@10,F@10,P@15,R@15,F@15,NDCG,MAP
"['discrete animation sequences', 'file formats']","['server-side program', 'experiments', 'continuous response', 'animations', 'discrete animation sequences', 'experimenter-edited text files', 'controllable', 'simple switches', 'capable', 'observer', 'appropriateness', 'unreasonable rate', 'user', 'need', 'available']",0.06666666666666667,0.5,0.11764705882352941,2,15,0.2,0.5,0.28571428571428575,0.1,0.5,0.16666666666666669,0.06666666666666667,0.5,0.11764705882352941,0.387204505877634,0.1625
"['response rates', 'administration', 'subject attrition']","['differences', 'data', 'in-class web survey', 'personality research', 'take-home', 'internet', 'fixed time', 'studies', 'conditions', 'response rates', 'morality scale', 'in-class settings students', 'traditional instruments', 'shelton', 'visions', 'choosing', 'web-based', 'respondent', 'faculty', 'comparison', 'mcadams', 'scores', 'administration', 'comfortable', 'aware', 'web', 'type', 'important factors', 'group', 'interested', 'line', 'order', 'participants', 'subject attrition', 'investigations']",0.08571428571428572,1.0,0.15789473684210528,3,35,0.0,0.0,0.0,0.1,0.3333333333333333,0.15384615384615383,0.06666666666666667,0.3333333333333333,0.1111111111111111,0.3294937991364722,0.09173060528559249
"['epsych', 'interactive demonstrations', 'video clips', 'animated diagrams']","['experiments', 'interactive demonstrations', 'dynamic elements', 'students', 'new web site', 'introductory classes', 'active development', 'epsych', 'video clips', 'animated diagrams', 'rapid access', 'little prior knowledge', 'psychology', 'puzzles', 'coverage', 'discipline', 'guidebooks', 'sufficient depth', 'numerous interactive', 'useful', 'problems', 'material', 'layer-based navigation system', 'orientations', 'mind', 'worlds', 'users', 'field', 'phenomena', 'hand', 'opportunity']",0.12903225806451613,1.0,0.2285714285714286,4,31,0.2,0.25,0.22222222222222224,0.4,1.0,0.5714285714285715,0.26666666666666666,1.0,0.4210526315789474,0.5998148292164571,0.37083333333333335
['telecom'],"['new market', 'new cash', 'nuvox', 'today', 'power', 'funding', 'long run', 'new credit facility']",0.0,0.0,0.0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639808,0.1111111111111111
['information systems'],"['historical summit', 'information systems world', 'information architecture', 'term', 'idea', 'emergence', 'new field', 'orientations', 'years', 'professionals', 'range', 'disparate perspectives', 'history', 'special issue', 'disciplines', 'sufficient interest', 'quick', 'root', 'eye', 'use', 'attendees', 'wurman', 'potential', 'people', 'source', 'david blair', 'return journey', 'little', 'annual acm sigchi conference', 'enthusiasm', 'initial support', 'short talk', 'don kraft', 'impetus', 'suggestion', 'time', 'days', 'finished product-has', 'rapid', 'jasist', 'charge', 'questions', 'volunteers', 'boston', 'submissions']",0.0,0.0,0.0,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18003132665669241,0.021739130434782608
"['automated parallel image registration', 'correlation', 'remote sensing', 'automatic registration algorithm', 'wavelet decomposition']","['wavelet features', 'correlation-based automatic registration algorithm', 'digital data', 'wavelet coefficients', 'method', 'correlation', 'multiple multiplatform remote sensing missions', 'automatic integration', 'maxima', 'atmospheric administration', 'higher computational speeds', 'work', 'disparate sources', 'fast', 'national oceanic', 'high resolution radiometer', 'endeavors', 'success', 'noaa', 'critical', 'similar', 'comparable accuracies', 'choice', 'rotation', 'simd', 'avhrr', 'single-instruction multiple-data', 'translation', 'parallel computer', 'importance', 'multiresolution nature', 'landsat thematic mapper', 'beowulf cluster', 'maspar mp-2', 'cray t3e', 'crayt3d', 'pentium workstations', 'automated parallel image registration technique']",0.02631578947368421,0.2,0.046511627906976744,5,38,0.0,0.0,0.0,0.1,0.2,0.13333333333333333,0.06666666666666667,0.2,0.1,0.37324556157943667,0.12857142857142856
"['lower bounds', 'optimal information rate', 'optimal average information rate', 'information rate', 'secret sharing schemes', 'homogeneous access structure']","['lower bounds', 'information rate', 'schemes', 'secret', 'homogeneous access structure', 'new parameter', 'k-degree', 'covering constructions', 'participant', 'previous ones', 'paper', 'cases']",0.25,0.5,0.3333333333333333,6,12,0.6,0.5,0.5454545454545454,0.3,0.5,0.37499999999999994,0.25,0.5,0.3333333333333333,0.8431683754588503,0.6333333333333333
"['computer security', 'proactive password checking', 'proactive password restrictions', 'length restriction']","['proactive password restrictions', 'experiments', 'characters', 'additional restrictions', 'computer security', 'authentication', 'time', 'influence', 'users', 'length', 'identification', 'procedure', 'computer systems', 'cracking', 'minimum', 'resistant', 'condition', 'attempt', 'crackability', 'weak method', 'easy', 'small effect', 'results']",0.08695652173913043,0.5,0.14814814814814817,4,23,0.4,0.5,0.4444444444444445,0.2,0.5,0.28571428571428575,0.13333333333333333,0.5,0.2105263157894737,0.7085152513772499,0.43
"['priority clients', 'resource partitioning', 'simulation']","['qos', 'service control scheme', 'system reward', 'workload', 'different priority clients', 'clients', 'penalty requirements', 'resource partitioning', 'result', 'self-adjusting quality', 'means', 'service', 'run time', 'simulation', 'response', 'validity', 'goal', 'corresponding class', 'system resources', 'priority areas']",0.1,0.6666666666666666,0.1739130434782609,3,20,0.0,0.0,0.0,0.1,0.3333333333333333,0.15384615384615383,0.13333333333333333,0.6666666666666666,0.2222222222222222,0.37338946742827867,0.1369047619047619
"['hypercubes', 'bipartite graph', 'vertices', 'partite sets']","['vertices', 'hamiltonian path', 'different partite sets', 'subset', 'edges', 'assume', 'length', 'bounds', 'bipartite graph', 'hypercubes', 'tight', 'fault-tolerant hamiltonian laceability']",0.25,0.75,0.375,4,12,0.2,0.25,0.22222222222222224,0.3,0.75,0.4285714285714285,0.25,0.75,0.375,0.723274434715686,0.4574786324786325
"['laboratory science', 'computers', 'undergraduate training', 'instructional effectiveness', 'software', 'known learning outcomes', 'control groups', 'pedagogical details']","['experiment generators', 'instructional effectiveness', 'software', 'teacher', 'teaching psychology', 'undergraduate training', 'characteristics', 'students', 'advent', 'psychologists', 'years', 'known learning outcomes', 'wide range', 'start', 'available', 'sophisticated hypotheses', 'computers', 'terms', 'internet', 'age', 'comparisons', 'constant', 'laboratory science', 'clear', 'complex interaction', 'appropriate control groups', 'pedagogical details', 'traditional stand-alone generators']",0.25,0.875,0.3888888888888889,8,28,0.4,0.25,0.3076923076923077,0.3,0.375,0.33333333333333326,0.26666666666666666,0.5,0.3478260869565218,0.6645061534572085,0.3862635675626239
"['revenue management concepts', 'software systems', 'opportunity analysis study', 'software development practices']","['systems', 'pros research', 'companies', 'opportunity', 'oas', 'revenue management concepts', 'nonairline industries', 'design department', 'new business situations', 'oass', 'implementation', 'software development practices', 'contracts', 'applicability', 'cases', 'consulting', 'mix', 'airlines', 'value']",0.10526315789473684,0.5,0.17391304347826086,4,19,0.0,0.0,0.0,0.1,0.25,0.14285714285714288,0.13333333333333333,0.5,0.2105263157894737,0.4209700021223938,0.17857142857142855
"['neighborhood operator systems', 'equivalence relation', 'rough set approximation space', 'binary relation', 'finite universe']","['neighborhood operator systems', 'equivalence relation', 'rough set approximation space', 'classes', 'approximations', 'paper', 'families', 'corresponding', 'standard notion', 'framework', 'extensions', 'finite universe', 'pawlak', 'study', 'properties', 'connections']",0.25,0.8,0.38095238095238093,5,16,0.6,0.6,0.6,0.3,0.6,0.4,0.26666666666666666,0.8,0.4,0.8957154459617043,0.7254901960784315
"['businesses', 'universities', 'funding', 'cooperative projects']","['small business innovation research program', 'program', 'ideas', 'products', 'cooperative projects', 'rules', 'funding', 'universities', 'ideal means', 'information', 'available', 'guidance']",0.25,0.75,0.375,4,12,0.2,0.25,0.22222222222222224,0.3,0.75,0.4285714285714285,0.25,0.75,0.375,0.506830634547093,0.29210164835164837
"['efficient retrieval selection algorithm', 'video servers', 'random duplicated assignment storage technique', 'copies', 'data block', 'randomly chosen disks', 'response times', 'maximum load', 'optimal solutions', 'time complexity']","['disks', 'video data', 'approach', 'rsp', 'number', 'algorithm', 'efficient retrieval selection algorithm', 'problem', 'optimal solutions', 'smaller response times', 'copies', 'ram costs', 'able', 'maximum load', 'different', 'paper', 'batch', 'well-known disk stripping techniques', 'way', 'lower time complexity', 'sup', 'video servers', 'rda']",0.21739130434782608,0.5,0.30303030303030304,10,23,0.0,0.0,0.0,0.2,0.2,0.20000000000000004,0.26666666666666666,0.4,0.32,0.5375927830465201,0.29365079365079366
"['twisted copper pair', 'network edge devices', 'niche markets']","['niche markets', 'cable', 'last-mile access', 'copper', 'services', 'television', 'significant opportunity', 'new customers', 'best option', 'network edge devices', 'high-speed internet signals', 'article', 'operators', 'developments', 'telecommunications infrastructure', 'unique challenges']",0.125,0.6666666666666666,0.21052631578947367,3,16,0.2,0.3333333333333333,0.25,0.2,0.6666666666666666,0.30769230769230765,0.13333333333333333,0.6666666666666666,0.2222222222222222,0.7174695882506719,0.4588235294117647
['integer programming'],"['mount sinai hospital', 'room time', 'toronto', 'surgical divisions', 'integer-programming model', 'post-solution heuristic', 'integer programming', 'administrative savings', 'ability', 'approach', 'equitable master surgical schedule']",0.09090909090909091,1.0,0.16666666666666669,1,11,0.0,0.0,0.0,0.1,1.0,0.18181818181818182,0.09090909090909091,1.0,0.16666666666666669,0.3333333333333335,0.14285714285714285
['turbogenerator vibrations'],"['nuclear power plant', 'paper', 'czech republic', 'reservations', 'political', 'shadow', 'problems', 'technical', 'turbogenerator vibrations', 'temelin casts', 'simulator', 'new staff']",0.08333333333333333,1.0,0.15384615384615385,1,12,0.0,0.0,0.0,0.1,1.0,0.18181818181818182,0.08333333333333333,1.0,0.15384615384615385,0.3010299956639808,0.1111111111111111
"['multidimensional data visualization', 'user interactivity', 'glyphs', 'visual object', 'data parameters', 'visual attribute', 'psycholinguistic experiments', 'graphical interface']","['multidimensional data visualization', 'scatter plots', 'glyphs', 'user interactivity', 'visualization toolkit', 'flexibility', 'application', 'ware', 'graphical interface', 'size', 'color', 'histograms', 'multidimensional image', 'matlab', 'available software packages', 'raw experimental data', 'advantages', 'schroeder', 'multi-dimensional data viewer', 'sas-jmp', 'degrees', 'capable', 'tcl', 'different visual attribute', 'dimensions', 'potential limitations']",0.15384615384615385,0.5,0.23529411764705882,8,26,0.6,0.375,0.4615384615384615,0.4,0.5,0.4444444444444445,0.26666666666666666,0.5,0.3478260869565218,0.7717818397297452,0.4909722222222222
"['repeated ordinal outcomes', 'psychological studies', 'repeated measures analysis of variance', 'longitudinal design', 'random effects', 'linear predictor', 'generalized linear model', 'categorical response data']","['fitting mixed-effects models', 'analysis', 'ordinal outcomes', 'sas', 'nlmixed procedure', 'paper', 'specifications', 'parallel', 'variance', 'presentation', 'categorical response data', 'second', 'purpose', 'mixed-effects regression', 'linear predictor', 'use', 'random effects', 'link function', 'longitudinal design', 'subject-specific variation', 'psychological studies']",0.23809523809523808,0.625,0.3448275862068965,8,21,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.25,0.1739130434782609,0.47525018687324033,0.2311668207953038
['anonymous signers'],"['identity-based society oriented signature scheme', 'identity', 'identity-based', 'signatures', 'anonymous signers', 'respect', 'guillou-quisquater', 'paper', 'co-signers', 'verifier', 'organization']",0.09090909090909091,1.0,0.16666666666666669,1,11,0.2,1.0,0.33333333333333337,0.1,1.0,0.18181818181818182,0.09090909090909091,1.0,0.16666666666666669,0.38685280723454163,0.2
"['list scheduling', 'machine availability constraints']","['identical machines', 'scheduling', 'optimal online algorithm', 'period', 'paper', 'competitive ratio', 'unavailable', 'makespan']",0.0,0.0,0.0,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3618149835636156,0.2
"['correlation coefficient', 'intuitionistic fuzzy sets', 'centroid method']","['intuitionistic fuzzy sets', 'centroid method', 'method', 'correlation', 'strength', 'value', 'related', 'formula', 'relationship', 'means', 'approach', 'paper', 'interval']",0.15384615384615385,0.6666666666666666,0.25,3,13,0.4,0.6666666666666666,0.5,0.2,0.6666666666666666,0.30769230769230765,0.15384615384615385,0.6666666666666666,0.25,0.885476292786673,0.7380952380952381
"['decision support system', 'infrastructure projects', 'cost benefit analysis']","['rail grade', 'fra', 'decision support system', 'agency objectives', 'paper', 'rail-related analysis tools', 'cost', 'benefits', 'dss', 'investments', 'models', 'system session', 'metropolitan planning organizations', 'state department', 'transportation', 'rail-related intermodal software products', 'mpos', 'package', 'role', 'potential infrastructure projects', 'dot', 'federal railroad administration', 'series', 'goal', 'presentation', 'officials', 'feasibility', 'discussion', 'users']",0.034482758620689655,0.3333333333333333,0.0625,3,29,0.2,0.3333333333333333,0.25,0.1,0.3333333333333333,0.15384615384615383,0.06666666666666667,0.3333333333333333,0.1111111111111111,0.4232185904160337,0.17562724014336917
"['control loops', 'time delays', 'critical times', 'observations', 'synthetic simultaneity']","['control loops', 'time delays', 'system', 'problem', 'synthetic simultaneity', 'observations', 'libet', 'artificial', 'natural', 'larger', 'element', 'decisions', 'simple approach', 'projections', 'explanation']",0.26666666666666666,0.8,0.4,5,15,0.6,0.6,0.6,0.4,0.8,0.5333333333333333,0.26666666666666666,0.8,0.4,0.8881385783050986,0.7158333333333333
"['optimization', 'games back', 'magic number', 'minimum win threshold']","['team', 'play-off race statistics', 'games', 'baseball', 'play-off spot', 'division', 'optimization', 'schedule', 'automatic updates', 'new', 'california', 'berkeley', 'day', 'competition', 'university', 'world wide web', 'major league baseball season', 'magic number', 'minimum win threshold', 'fabled pennant race-is', 'single linear-programming formulation', 'informative', 'problem', 'first-place elimination status', 'similar', 'weaker', 'american sports traditions', 'conservative', 'site', 'contention']",0.1,0.75,0.17647058823529416,4,30,0.0,0.0,0.0,0.1,0.25,0.14285714285714288,0.06666666666666667,0.25,0.10526315789473685,0.3904270751181652,0.13522381221871882
"['neurons', 'visualization', 'hydrodynamic models', 'statistical model', 'nearest neighbor model', 'persistence model', 'verbal forecasts', 'oceanographic situation', 'learning vectors']","['unsupervised learning procedure', 'neural models', 'self-organizing feature maps', 'sea levels', 'number', 'possible', 'hydrography agency', 'u-matrices', 'visualization', 'bsh', 'neurons', 'self-organization', 'federal maritime', 'observations', 'accuracy', 'meteorological', 'oceanographic situation', 'process', 'functional relationship', 'hamburg', 'predictions', 'prognoses', 'weight', 'criterion', 'small', 'condensed', 'problems', 'convergence', 'kohonen networks', 'record', 'new method', 'purpose', 'supervised', 'verbal forecasts', 'paper', 'concepts', 'comparison']",0.10810810810810811,0.4444444444444444,0.17391304347826086,9,37,0.0,0.0,0.0,0.1,0.1111111111111111,0.10526315789473685,0.13333333333333333,0.2222222222222222,0.16666666666666669,0.45792440827366115,0.1842750568240764
['internship program'],"['ibm internship program', 'big ideas', 'mba students', 'computer-science', 'ibm', 'business managers', 'fresh voices', 'innovative technology ideas']",0.0,0.0,0.0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639808,0.1111111111111111
"['optimal routing policy', 'torus', 'hypercube']","['optimal routing policy', 'specific output channel', 'torus', 'probability', 'message', 'result', 'delays', 'dependent', 'open problem', 'destination', 'available', 'interconnection network research', 'best choice', 'hypercube', 'number', 'identification', 'negative', 'mesh', 'detailed example', 'conjecture', 'paper', 'method', '-rrb-']",0.13043478260869565,1.0,0.23076923076923078,3,23,0.4,0.6666666666666666,0.5,0.2,0.6666666666666666,0.30769230769230765,0.2,1.0,0.33333333333333337,0.8240337448321859,0.626984126984127
"['binary relations', 'multiplicative error function', 'numerical function', 'threshold', 'error', 'semiorder', 'interval order']","['binary relations', 'multiplicative error function', 'numerical function', 'case', 'numerical representation', 'value', 'threshold', 'semiorder', 'paper', 'alternatives', 'multiplicative', 'proportional', 'form', 'interval order']",0.42857142857142855,0.8571428571428571,0.5714285714285714,7,14,0.6,0.42857142857142855,0.5,0.5,0.7142857142857143,0.588235294117647,0.42857142857142855,0.8571428571428571,0.5714285714285714,0.903157315626839,0.7273809523809522
"['pretopological approach', 'structural analysis', 'minimal closed subsets', 'pseudoclosure', 'connections', 'economic study', 'geographic proximity', 'scientific collaborations']","['structural analysis', 'pretopological approach', 'pretopological concepts', 'minimal closed subsets', 'pseudoclosure', 'definitions', 'properties', 'geographic proximity', 'different types', 'connections', 'impact', 'problems', 'advantage', 'explanation', 'population', 'elements', 'aim', 'general', 'framework', 'economic study', 'addition', 'paper', 'scientific collaborations', 'work', 'sample settings', 'results']",0.3076923076923077,1.0,0.47058823529411764,8,26,0.8,0.5,0.6153846153846154,0.6,0.75,0.6666666666666665,0.4,0.75,0.5217391304347827,0.8849866612970663,0.6841032608695652
['game theory'],"['captains order golfers', 'ryder cup', 'final day', 'assumption', 'different abilities', 'pressure', 'momentum', 'slates', 'team captains', 'names', 'hat', 'game theory', 'worse']",0.07692307692307693,1.0,0.14285714285714288,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,1.0,0.14285714285714288,0.2702381544273198,0.08333333333333333
"['encoded lengths', 'algorithm', 'edit distance']","['run-length', 'strings', 'edit distance', 'time algorithm']",0.25,0.3333333333333333,0.28571428571428575,3,4,0.25,0.3333333333333333,0.28571428571428575,0.25,0.3333333333333333,0.28571428571428575,0.25,0.3333333333333333,0.28571428571428575,0.5833416105149334,0.4444444444444445
"['meaning processing', 'linguistic activities', 'travel consultation dialogue system', 'information processing', 'language processing']","['information', 'meaning', 'travel consultation system', 'example', 'computing', 'dialogue', 'processing', 'development', 'human intellectual activity', 'paper', 'approach', 'language', 'linguistic activities', 'framework', 'user', 'brain', 'utterance', 'human intelligence', 'study']",0.05263157894736842,0.2,0.08333333333333333,5,19,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.2,0.1,0.3913001954163945,0.18929765886287625
"['isometric embedding', 'real continuous functions', 'cartesian product', 'unit ball', 'dual space']","['banach spaces', 'theorem', 'level-continuous fuzzy sets', 'isometric embedding', 'minkowski', 'extension', 'existence', 'paper', 'characterization', 'classf', 'real continuous functions', 'compact-convex', 'applications', 'compact subsets', 'particular', 'cartesian product', 'sub']",0.17647058823529413,0.6,0.2727272727272727,5,17,0.2,0.2,0.20000000000000004,0.1,0.2,0.13333333333333333,0.13333333333333333,0.4,0.2,0.481966042286264,0.22912679425837318
"['multivariable process', 'modified error decoupling', 'centralized decoupling unit', 'feedback control']","['fuzzy control', 'loop', 'error decoupling', 'multivariable process', 'inputs', 'error', 'outputs', 'equal number', 'adaptive technique', 'parts', 'paper', 'single component vaporizer', 'simulation model']",0.07692307692307693,0.25,0.11764705882352941,4,13,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.07692307692307693,0.25,0.11764705882352941,0.4611501461529859,0.25
"['multi agent constraint logic programming', 'multi agent systems', 'parameters', 'hard problems', 'distributed program execution']","['constraints', 'multi agent constraint logic programming', 'multi agent systems', 'programming tools', 'maclp', 'complex problems', 'necessary facilities', 'communication', 'mas', 'nature', 'solution', 'constraint-solving capabilities', 'paper', 'modeling', 'cspcons', 'declarative way', 'parameters', 'sequential prolog processes', 'building', 'large number', 'programmer', 'low-level details', 'combinatorial', 'order', 'key technology', 'development']",0.11538461538461539,0.6,0.1935483870967742,5,26,0.4,0.4,0.4000000000000001,0.2,0.4,0.26666666666666666,0.13333333333333333,0.4,0.2,0.6052665403598333,0.3400560224089636
"['multiobjective genetic algorithms', 'feedback interconnection', 'multiobjective robust control design']","['pid-type controllers', 'design', 'specifications', 'multiobjective genetic algorithms', 'multiobjective problem', 'plant', 'parameters', 'approach', 'set', 'acceptable solution', 'competitive', 'tradeoff', 'satisfied', 'feedback interconnection', 'large number', 'experimental cases', 'paper', 'decentralized pid loops']",0.1111111111111111,0.6666666666666666,0.1904761904761905,3,18,0.2,0.3333333333333333,0.25,0.1,0.3333333333333333,0.15384615384615383,0.13333333333333333,0.6666666666666666,0.2222222222222222,0.43080387539963244,0.18358395989974935
"['qualitative bond graph', 'genetic algorithms', 'fault diagnosis', 'fault components', 'qualitative equations', 'engineering systems', 'mechatronic systems', 'floating disc', 'measured abnormal behavior', 'predicted system behavior']","['system', 'fault diagnosis application', 'genetic algorithms', 'qualitative bond graph', 'qualitative equations', 'qbg', 'fault detection mechanism', 'particular', 'results', 'unified approach', 'integration', 'disc experimental setup', 'problem', 'set', 'order', 'paper', 'performance', 'modeling scheme', 'in-house', 'discrepancy', 'abnormal behavior', 'possible fault components', 'fusion', 'additional measurements']",0.125,0.3,0.17647058823529413,10,24,0.6,0.3,0.4,0.3,0.3,0.3,0.2,0.3,0.24,0.6074732814404661,0.3691397849462365
"['model predictive control', 'extruders', 'autotuning']","['slow processes-robust barrel temperature', 'model predictive control', 'system', 'pid', 'production', 'strict closed-loop performance requirements', 'challenging control problem', 'derivative', 'integral', 'proportional', 'kind', 'overshoot', 'autotuning', 'fast startup', 'extruders', 'order', 'multiple zones', 'range', 'clear', 'problem', 'characteristics', 'effective', 'specifications', 'robust']",0.125,1.0,0.2222222222222222,3,24,0.2,0.3333333333333333,0.25,0.1,0.3333333333333333,0.15384615384615383,0.2,1.0,0.33333333333333337,0.536657431664278,0.2846153846153846
"['quantum communication theory', 'quantum mechanical systems', 'quantum information processing systems', 'quantum teleportation', 'continuous variables']","['quantum communication', 'operational phase-space probability distribution', 'quantum mechanical systems', 'gaussian noise', 'continuous variables', 'relation', 'chountasis', 'phase-space formalism', 'vourdas', 'useful tools']",0.2,0.4,0.26666666666666666,5,10,0.4,0.4,0.4000000000000001,0.2,0.4,0.26666666666666666,0.2,0.4,0.26666666666666666,0.5761258250023816,0.37743589743589745
['strategic information systems'],"['ms work', 'sis', 'sustainable competitive advantage', 'strategic information systems', 'strategic operations research', 'information technology', 'literature', 'early examples', 'key', 'management science', 'search', 'inclusion', 'successful', 'evidence', 'private sector applications', 'edelman prize finalist articles', 'definition']",0.058823529411764705,1.0,0.1111111111111111,1,17,0.2,1.0,0.33333333333333337,0.1,1.0,0.18181818181818182,0.06666666666666667,1.0,0.125,0.4306765580733929,0.25
"['index structure', 'disk accesses', 'relocation process', 'simulation']","['algorithm', 'trees', 'sup', 'number', 'disk accesses', 'tree page', 'performance evaluation efficient construction', 'indexes', 'database', 'batch-constructing', 'relocation process', 'different parameter values', 'bulk-loading', 'relation', 'identical', 'important', 'unavoidable preprocessing step', 'terms', 'data', 'results', 'enormous volume', 'simulation', 'main characteristic', 'paper', 'insertions', 'performance enhancement effect', 'experiments', 'optimal', 'key values', 'overhead']",0.1,0.75,0.17647058823529416,4,30,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.13333333333333333,0.5,0.2105263157894737,0.424288649431568,0.16180351906158358
"['uncorrelated sources', 'electromagnetic vector sensor', 'parallel spatial processors', 'preprocessing stage', 'parallel implementation']","['multiple broadband sources', 'signal location', 'snr', 'stages', 'structure', 'adaptive', 'algorithm', 'parallel spatial processors', 'parallel implementation', 'available', 'suited', 'numerical examples', 'electromagnetic vector sensor', 'signal-to-noise ratio', 'set', 'advantage', 'processing', 'performance', 'capability', 'emvs', 'priori information', 'tracking', 'preprocessings', 'significant movement', 'latest source parameter estimates', 'redesign', 'separation', 'interest', 'enhancing']",0.10344827586206896,0.6,0.17647058823529413,5,29,0.0,0.0,0.0,0.2,0.4,0.26666666666666666,0.2,0.6,0.3,0.4344620164026094,0.18011441963054867
"['trademark dispute', 'trademark law']","['trademark dispute', 'case', 'paper', 'global internet', 'impact', 'matter', 'background', 'heart', 'uzi nissan', 'greedy opportunist', 'sides', 'geographic considerations', 'corporation', 'issues', 'multimillion-dollar legal battle', 'japan', 'use']",0.058823529411764705,0.5,0.10526315789473684,2,17,0.2,0.5,0.28571428571428575,0.1,0.5,0.16666666666666669,0.06666666666666667,0.5,0.11764705882352941,0.7574875071481795,0.5555555555555556
"['interpersonal relationships', 'telecommunications', 'student attitudes']","['students', 'instructors', 'study', 'effectiveness', 'e-mail', 'communication link', 'interpersonal relationships', 'electronic telecommunications', 'education', 'substantial evidence', 'convenient', 'supplementary aid', 'course', 'computers', 'accessible', 'easy', 'instruction', 'impacts', 'group-mates', 'prospective teachers', 'results', 'total', 'posttest-only experimental design', 'efficacy']",0.041666666666666664,0.3333333333333333,0.07407407407407407,3,24,0.0,0.0,0.0,0.1,0.3333333333333333,0.15384615384615383,0.06666666666666667,0.3333333333333333,0.1111111111111111,0.3549574093074319,0.12454212454212456
"['coaxial couplers', 'complex cross section', 'coaxial waveguides', 'slotted coaxial cables', 'polygonal inner conductors', 'external shields', 'metallic diaphragms', 'nonsymmetrical couplers']","['coaxial couplers', 'conformal-mapping design tools', 'coaxial waveguides', 'polygonal inner conductors', 'metallic diaphragms', 'complex cross section', 'external shields', 'effect', 'analysis', 'circular', 'arbitrary thickness', 'efficient tool', 'excellent agreement', 'finite-element method', 'accurate', 'important additional degrees', 'fraction', 'implementation', 'schwarz-christoffel toolbox', 'results', 'public-domain matlab package', 'simple', 'computational cost', 'technique', 'case', 'account', 'freedom']",0.2222222222222222,0.75,0.34285714285714286,8,27,0.8,0.5,0.6153846153846154,0.6,0.75,0.6666666666666665,0.4,0.75,0.5217391304347827,0.8642323084930937,0.6823583743842365
"['individual optimal regularization parameter', 'catheter laboratory', 'clinical conditions', 'iteration steps', 'regularization procedure', 'inverse algorithm']","['gauss-newton approach', 'nonlinear problem formulation', 'novel inverse algorithm', 'additional regularization', 'mapping data', 'iteration', 'insufficient performance', 'clinical conditions', 'noninvasive myocardial activation time imaging', 'electrocardiographic', 'ecg', 'heart', 'sinus rhythm data', 'step', 'excellent numerical', 'kind', 'specific drawbacks', 'experience', 'surface', 'sequence', 'individual l-curve', 'single', 'particular', 'patients', 'standard mathematical tools capable', 'catheter laboratory', 'individual optimal regularization parameter', 'methods', 'reason']",0.10344827586206896,0.5,0.17142857142857143,6,29,0.0,0.0,0.0,0.1,0.16666666666666666,0.125,0.06666666666666667,0.16666666666666666,0.09523809523809522,0.40363480562479803,0.14592236467236466
['direct digital modulation'],"['switching scheme', 'differential-quad', 'essential parts', '11-b resolution', 'auxiliary circuitry', 'new type', 'degradation', 'signal-to-noise ratio', 'msamples', '6-b', 'gsamples', 'suitable', 'interfacing', 'feasibility', 'paper', 'direct digital modulation', 'variation', 'low-voltage applications', 'supply voltage', 'results', 'dac', 'digital-to-analog converter']",0.045454545454545456,1.0,0.08695652173913045,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2446505421182259,0.0625
"['inspiration', 'expiration', 'automated algorithm', 'human experts', 'uncalibrated rib cage', 'abdominal movement recordings', 'infant sleep data', 'adult respiratory volume data', 'feedforward backpropagation artificial neural networks']","['inspiration', 'expiration', 'new breath-detection algorithm', 'ann', 'human expert', 'respiratory data', 'windows', 'interest', 'postprocessing', 'onset', 'sub insp', 'feedforward backpropagation artificial neural networks', 'long-duration signals', 'mean difference', 'automated breath detection', 'sleep', 'comparison', 'expi', 'determination', 'entire-night recordings', 'maximum', 'abdominal movement recordings', 'uncalibrated rib cage', 'undifferentiable', 'respect', 'applicable', 'distribution', 'effective', 'similar', 'method', 'analysis', 'higher specificity', 'higher positive predictive values', 'sd -rrb-']",0.14705882352941177,0.5555555555555556,0.23255813953488372,9,34,0.4,0.2222222222222222,0.2857142857142857,0.2,0.2222222222222222,0.2105263157894737,0.2,0.3333333333333333,0.25,0.7299278013916112,0.3996197674687377
"['physical device model', 'photomixer', 'optical responsivity', 'bandwidth']","['photomixer circuits', 'convolution-based global simulation technique', 'physical device model', 'msm', 'millimeter-wave photodetector', 'generation', 'millimeter waves', 'gaas metal-semiconductor-metal', 'detection', 'photodetector', 'high response speed', 'bandwidth', 'technique', 'optical responsivity', 'demonstration', 'complete detector', 'fast convolution-based time-domain approach', 'effects', 'accuracy', 'strong interdependence']",0.15,0.75,0.24999999999999997,4,20,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.2,0.75,0.31578947368421056,0.48814683106077367,0.22619047619047616
